# Summary: Whole-Script Confusables
# File: confusablesWholeScript.txt
# Version: 2.0
# Generated: 2006-08-15, 04:35:21 GMT
# Checkin: $Revision: 1.11 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
# This data is used for determining whether a strings is a
# whole-script or mixed-script confusable.
# The mappings here ignore common and inherited script characters,
# such as accents.

# Lowercase Only

# Armenian; Cherokee: [հ]

0570          ; Armn; Cher; L #      (հ)  ARMENIAN SMALL LETTER HO
0473          ; Cyrl; Telu; A #      (ѳ)  CYRILLIC SMALL LETTER FITA
04E9          ; Cyrl; Telu; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 3

# Cyrillic; Thai: [оѳө]

043E          ; Cyrl; Thai; A #      (о)  CYRILLIC SMALL LETTER O
0473          ; Cyrl; Thai; A #      (ѳ)  CYRILLIC SMALL LETTER FITA
04E9          ; Cyrl; Thai; A #      (ө)  CYRILLIC SMALL LETTER BARRED O

# Total code points: 3

# Cyrillic; Canadian_Aboriginal: [ІЈА-ВНРрхъѴҢӀӇӉԁ]

0406          ; Cyrl; Cans; A #      (І)  CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I
0408          ; Cyrl; Cans; A #      (Ј)  CYRILLIC CAPITAL LETTER JE
0410..0412    ; Cyrl; Cans; A #  [3] (А..В)  CYRILLIC CAPITAL LETTER A..CYRILLIC CAPITAL LETTER VE
041D          ; Cyrl; Cans; A #      (Н)  CYRILLIC CAPITAL LETTER EN
0420          ; Cyrl; Cans; A #      (Р)  CYRILLIC CAPITAL LETTER ER
0440          ; Cyrl; Cans; A #      (р)  CYRILLIC SMALL LETTER ER
0445          ; Cyrl; Cans; A #      (х)  CYRILLIC SMALL LETTER HA
044A          ; Cyrl; Cans; A #      (ъ)  CYRILLIC SMALL LETTER HARD SIGN
0474          ; Cyrl; Cans; A #      (Ѵ)  CYRILLIC CAPITAL LETTER IZHITSA
04A2          ; Cyrl; Cans; A #      (Ң)  CYRILLIC CAPITAL LETTER EN WITH DESCENDER
04C0          ; Cyrl; Cans; A #      (Ӏ)  CYRILLIC LETTER PALOCHKA
04C7          ; Cyrl; Cans; A #      (Ӈ)  CYRILLIC CAPITAL LETTER EN WITH HOOK
04C9          ; Cyrl; Cans; A #      (Ӊ)  CYRILLIC CAPITAL LETTER EN WITH TAIL
0501          ; Cyrl; Cans; A #      (ԁ)  CYRILLIC SMALL LETTER KOMI DE

# Total code points: 16

# Devanagari; Armenian: [०]

0966          ; Deva; Armn; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Bengali: [़]

093C          ; Deva; Beng; A #      (़)  DEVANAGARI SIGN NUKTA

# Total code points: 1

# Devanagari; Cyrillic: [०]

0966          ; Deva; Cyrl; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Greek: [०]

0966          ; Deva; Grek; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Gujarati: [ं़ऽुू्०२-४८]

0902          ; Deva; Gujr; A #      (ं)  DEVANAGARI SIGN ANUSVARA
093C..093D    ; Deva; Gujr; A #  [2] (़..ऽ)  DEVANAGARI SIGN NUKTA..DEVANAGARI SIGN AVAGRAHA
0941..0942    ; Deva; Gujr; A #  [2] (ु..ू)  DEVANAGARI VOWEL SIGN U..DEVANAGARI VOWEL SIGN UU
094D          ; Deva; Gujr; A #      (्)  DEVANAGARI SIGN VIRAMA
0966          ; Deva; Gujr; A #      (०)  DEVANAGARI DIGIT ZERO
0968..096A    ; Deva; Gujr; A #  [3] (२..४)  DEVANAGARI DIGIT TWO..DEVANAGARI DIGIT FOUR
096E          ; Deva; Gujr; A #      (८)  DEVANAGARI DIGIT EIGHT

# Total code points: 11

# Devanagari; Gurmukhi: [ं़ॆ्०]

0902          ; Deva; Guru; A #      (ं)  DEVANAGARI SIGN ANUSVARA
093C          ; Deva; Guru; A #      (़)  DEVANAGARI SIGN NUKTA
0946          ; Deva; Guru; A #      (ॆ)  DEVANAGARI VOWEL SIGN SHORT E
094D          ; Deva; Guru; A #      (्)  DEVANAGARI SIGN VIRAMA
0966          ; Deva; Guru; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 5

# Devanagari; Hebrew: [ं॔]

0902          ; Deva; Hebr; A #      (ं)  DEVANAGARI SIGN ANUSVARA
0954          ; Deva; Hebr; A #      (॔)  DEVANAGARI ACUTE ACCENT

# Total code points: 2

# Devanagari; Kannada: [०]

0966          ; Deva; Knda; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Lao: [०]

0966          ; Deva; Laoo; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Latin: [०]

0966          ; Deva; Latn; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Malayalam: [०]

0966          ; Deva; Mlym; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Myanmar: [०]

0966          ; Deva; Mymr; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Oriya: [़]

093C          ; Deva; Orya; A #      (़)  DEVANAGARI SIGN NUKTA

# Total code points: 1

# Devanagari; Tamil: [ं]

0902          ; Deva; Taml; A #      (ं)  DEVANAGARI SIGN ANUSVARA

# Total code points: 1

# Devanagari; Telugu: [०]

0966          ; Deva; Telu; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Devanagari; Thai: [०]

0966          ; Deva; Thai; A #      (०)  DEVANAGARI DIGIT ZERO

# Total code points: 1

# Georgian; Cherokee: [ყ]

10E7          ; Geor; Cher; A #      (ყ)  GEORGIAN LETTER QAR

# Total code points: 1

# Georgian; Cyrillic: [ყ]

10E7          ; Geor; Cyrl; A #      (ყ)  GEORGIAN LETTER QAR

# Total code points: 1

# Georgian; Latin: [ყ]

10E7          ; Geor; Latn; A #      (ყ)  GEORGIAN LETTER QAR

# Total code points: 1

# Greek; Armenian: [ΘΟδηου]

0398          ; Grek; Armn; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Armn; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03B4          ; Grek; Armn; A #      (δ)  GREEK SMALL LETTER DELTA
03B7          ; Grek; Armn; A #      (η)  GREEK SMALL LETTER ETA
03BF          ; Grek; Armn; A #      (ο)  GREEK SMALL LETTER OMICRON
03C5          ; Grek; Armn; A #      (υ)  GREEK SMALL LETTER UPSILON

# Total code points: 6

# Greek; Bengali: [ΘΟ]

0398          ; Grek; Beng; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Beng; A #      (Ο)  GREEK CAPITAL LETTER OMICRON

# Total code points: 2

# Greek; Cherokee: [Α-ΓΕ-ΚΜΟΡΣιρ]

0391..0393    ; Grek; Cher; A #  [3] (Α..Γ)  GREEK CAPITAL LETTER ALPHA..GREEK CAPITAL LETTER GAMMA
0395..039A    ; Grek; Cher; A #  [6] (Ε..Κ)  GREEK CAPITAL LETTER EPSILON..GREEK CAPITAL LETTER KAPPA
039C          ; Grek; Cher; A #      (Μ)  GREEK CAPITAL LETTER MU
039F          ; Grek; Cher; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03A1          ; Grek; Cher; A #      (Ρ)  GREEK CAPITAL LETTER RHO
03A3          ; Grek; Cher; A #      (Σ)  GREEK CAPITAL LETTER SIGMA
03B9          ; Grek; Cher; A #      (ι)  GREEK SMALL LETTER IOTA
03C1          ; Grek; Cher; A #      (ρ)  GREEK SMALL LETTER RHO

# Total code points: 15

# Greek; Cyrillic: [Α-ΓΕΗ-ΚΜΟ-ΡΣ-Χεικνο-ςφ]

0391..0393    ; Grek; Cyrl; A #  [3] (Α..Γ)  GREEK CAPITAL LETTER ALPHA..GREEK CAPITAL LETTER GAMMA
0395          ; Grek; Cyrl; A #      (Ε)  GREEK CAPITAL LETTER EPSILON
0397..039A    ; Grek; Cyrl; A #  [4] (Η..Κ)  GREEK CAPITAL LETTER ETA..GREEK CAPITAL LETTER KAPPA
039C          ; Grek; Cyrl; A #      (Μ)  GREEK CAPITAL LETTER MU
039F..03A1    ; Grek; Cyrl; A #  [3] (Ο..Ρ)  GREEK CAPITAL LETTER OMICRON..GREEK CAPITAL LETTER RHO
03A3..03A7    ; Grek; Cyrl; A #  [5] (Σ..Χ)  GREEK CAPITAL LETTER SIGMA..GREEK CAPITAL LETTER CHI
03B5          ; Grek; Cyrl; A #      (ε)  GREEK SMALL LETTER EPSILON
03B9..03BA    ; Grek; Cyrl; A #  [2] (ι..κ)  GREEK SMALL LETTER IOTA..GREEK SMALL LETTER KAPPA
03BD          ; Grek; Cyrl; A #      (ν)  GREEK SMALL LETTER NU
03BF..03C2    ; Grek; Cyrl; A #  [4] (ο..ς)  GREEK SMALL LETTER OMICRON..GREEK SMALL LETTER FINAL SIGMA
03C6          ; Grek; Cyrl; A #      (φ)  GREEK SMALL LETTER PHI

# Total code points: 26

# Greek; Devanagari: [ο]

03BF          ; Grek; Deva; A #      (ο)  GREEK SMALL LETTER OMICRON

# Total code points: 1

# Greek; Gujarati: [ο]

03BF          ; Grek; Gujr; A #      (ο)  GREEK SMALL LETTER OMICRON

# Total code points: 1

# Greek; Gurmukhi: [ο]

03BF          ; Grek; Guru; A #      (ο)  GREEK SMALL LETTER OMICRON

# Total code points: 1

# Greek; Han: [ΘΟ]

0398          ; Grek; Hani; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Hani; A #      (Ο)  GREEK CAPITAL LETTER OMICRON

# Total code points: 2

# Greek; Kannada: [ο]

03BF          ; Grek; Knda; A #      (ο)  GREEK SMALL LETTER OMICRON

# Total code points: 1

# Greek; Lao: [ο]

03BF          ; Grek; Laoo; A #      (ο)  GREEK SMALL LETTER OMICRON

# Total code points: 1

# Greek; Latin: [ΑΒΕ-ΚΜΝΟΡΣ-ΥΧεηικνορςυ]

0391..0392    ; Grek; Latn; A #  [2] (Α..Β)  GREEK CAPITAL LETTER ALPHA..GREEK CAPITAL LETTER BETA
0395..039A    ; Grek; Latn; A #  [6] (Ε..Κ)  GREEK CAPITAL LETTER EPSILON..GREEK CAPITAL LETTER KAPPA
039C..039D    ; Grek; Latn; A #  [2] (Μ..Ν)  GREEK CAPITAL LETTER MU..GREEK CAPITAL LETTER NU
039F          ; Grek; Latn; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03A1          ; Grek; Latn; A #      (Ρ)  GREEK CAPITAL LETTER RHO
03A3..03A5    ; Grek; Latn; A #  [3] (Σ..Υ)  GREEK CAPITAL LETTER SIGMA..GREEK CAPITAL LETTER UPSILON
03A7          ; Grek; Latn; A #      (Χ)  GREEK CAPITAL LETTER CHI
03B5          ; Grek; Latn; A #      (ε)  GREEK SMALL LETTER EPSILON
03B7          ; Grek; Latn; A #      (η)  GREEK SMALL LETTER ETA
03B9..03BA    ; Grek; Latn; A #  [2] (ι..κ)  GREEK SMALL LETTER IOTA..GREEK SMALL LETTER KAPPA
03BD          ; Grek; Latn; A #      (ν)  GREEK SMALL LETTER NU
03BF          ; Grek; Latn; A #      (ο)  GREEK SMALL LETTER OMICRON
03C1..03C2    ; Grek; Latn; A #  [2] (ρ..ς)  GREEK SMALL LETTER RHO..GREEK SMALL LETTER FINAL SIGMA
03C5          ; Grek; Latn; A #      (υ)  GREEK SMALL LETTER UPSILON

# Total code points: 25

# Greek; Malayalam: [ΘΟο]

0398          ; Grek; Mlym; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Mlym; A #      (Ο)  GREEK CAPITAL LETTER OMICRON
03BF          ; Grek; Mlym; A #      (ο)  GREEK SMALL LETTER OMICRON

# Total code points: 3

# Greek; Mongolian: [ΘΟ]

0398          ; Grek; Mong; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Mong; A #      (Ο)  GREEK CAPITAL LETTER OMICRON

# Total code points: 2

# Greek; Myanmar: [ο]

03BF          ; Grek; Mymr; A #      (ο)  GREEK SMALL LETTER OMICRON

# Total code points: 1

# Greek; Oriya: [ΘΟ]

0398          ; Grek; Orya; A #      (Θ)  GREEK CAPITAL LETTER THETA
039F          ; Grek; Orya; A #      (Ο)  GREEK CAPITAL LETTER OMICRON

# Total code points: 2

# Greek; Telugu: [ο]

03BF          ; Grek; Telu; A #      (ο)  GREEK SMALL LETTER OMICRON

# Total code points: 1

# Greek; Thai: [ο]

03BF          ; Grek; Thai; A #      (ο)  GREEK SMALL LETTER OMICRON

# Total code points: 1

# Greek; Canadian_Aboriginal: [ΑΒΔΗΙΡΩδρ]

0391..0392    ; Grek; Cans; A #  [2] (Α..Β)  GREEK CAPITAL LETTER ALPHA..GREEK CAPITAL LETTER BETA
0394          ; Grek; Cans; A #      (Δ)  GREEK CAPITAL LETTER DELTA
0397          ; Grek; Cans; A #      (Η)  GREEK CAPITAL LETTER ETA
0399          ; Grek; Cans; A #      (Ι)  GREEK CAPITAL LETTER IOTA
03A1          ; Grek; Cans; A #      (Ρ)  GREEK CAPITAL LETTER RHO
03A9          ; Grek; Cans; A #      (Ω)  GREEK CAPITAL LETTER OMEGA
03B4          ; Grek; Cans; A #      (δ)  GREEK SMALL LETTER DELTA
03C1          ; Grek; Cans; A #      (ρ)  GREEK SMALL LETTER RHO

# Total code points: 9

# Gujarati; Armenian: [૦]

0AE6          ; Gujr; Armn; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Bengali: [઼]

0ABC          ; Gujr; Beng; A #      (઼)  GUJARATI SIGN NUKTA

# Total code points: 1

# Gujarati; Cyrillic: [૦]

0AE6          ; Gujr; Cyrl; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Devanagari: [ં઼ઽુૂ્૦૨-૪૮]

0A82          ; Gujr; Deva; A #      (ં)  GUJARATI SIGN ANUSVARA
0ABC..0ABD    ; Gujr; Deva; A #  [2] (઼..ઽ)  GUJARATI SIGN NUKTA..GUJARATI SIGN AVAGRAHA
0AC1..0AC2    ; Gujr; Deva; A #  [2] (ુ..ૂ)  GUJARATI VOWEL SIGN U..GUJARATI VOWEL SIGN UU
0ACD          ; Gujr; Deva; A #      (્)  GUJARATI SIGN VIRAMA
0AE6          ; Gujr; Deva; A #      (૦)  GUJARATI DIGIT ZERO
0AE8..0AEA    ; Gujr; Deva; A #  [3] (૨..૪)  GUJARATI DIGIT TWO..GUJARATI DIGIT FOUR
0AEE          ; Gujr; Deva; A #      (૮)  GUJARATI DIGIT EIGHT

# Total code points: 11

# Gujarati; Greek: [૦]

0AE6          ; Gujr; Grek; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Gurmukhi: [ં઼્૦]

0A82          ; Gujr; Guru; A #      (ં)  GUJARATI SIGN ANUSVARA
0ABC          ; Gujr; Guru; A #      (઼)  GUJARATI SIGN NUKTA
0ACD          ; Gujr; Guru; A #      (્)  GUJARATI SIGN VIRAMA
0AE6          ; Gujr; Guru; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 4

# Gujarati; Hebrew: [ં]

0A82          ; Gujr; Hebr; A #      (ં)  GUJARATI SIGN ANUSVARA

# Total code points: 1

# Gujarati; Kannada: [૦]

0AE6          ; Gujr; Knda; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Lao: [૦]

0AE6          ; Gujr; Laoo; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Latin: [૦]

0AE6          ; Gujr; Latn; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Malayalam: [૦]

0AE6          ; Gujr; Mlym; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Myanmar: [૦]

0AE6          ; Gujr; Mymr; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Oriya: [઼]

0ABC          ; Gujr; Orya; A #      (઼)  GUJARATI SIGN NUKTA

# Total code points: 1

# Gujarati; Tamil: [ં]

0A82          ; Gujr; Taml; A #      (ં)  GUJARATI SIGN ANUSVARA

# Total code points: 1

# Gujarati; Telugu: [૦]

0AE6          ; Gujr; Telu; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gujarati; Thai: [૦]

0AE6          ; Gujr; Thai; A #      (૦)  GUJARATI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Armenian: [੦]

0A66          ; Guru; Armn; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Bengali: [਼੧੪]

0A3C          ; Guru; Beng; A #      (਼)  GURMUKHI SIGN NUKTA
0A67          ; Guru; Beng; A #      (੧)  GURMUKHI DIGIT ONE
0A6A          ; Guru; Beng; A #      (੪)  GURMUKHI DIGIT FOUR

# Total code points: 3

# Gurmukhi; Cyrillic: [੦]

0A66          ; Guru; Cyrl; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Devanagari: [ਂ਼ੋ੍੦]

0A02          ; Guru; Deva; A #      (ਂ)  GURMUKHI SIGN BINDI
0A3C          ; Guru; Deva; A #      (਼)  GURMUKHI SIGN NUKTA
0A4B          ; Guru; Deva; A #      (ੋ)  GURMUKHI VOWEL SIGN OO
0A4D          ; Guru; Deva; A #      (੍)  GURMUKHI SIGN VIRAMA
0A66          ; Guru; Deva; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 5

# Gurmukhi; Greek: [੦]

0A66          ; Guru; Grek; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Gujarati: [ਂ਼੍੦]

0A02          ; Guru; Gujr; A #      (ਂ)  GURMUKHI SIGN BINDI
0A3C          ; Guru; Gujr; A #      (਼)  GURMUKHI SIGN NUKTA
0A4D          ; Guru; Gujr; A #      (੍)  GURMUKHI SIGN VIRAMA
0A66          ; Guru; Gujr; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 4

# Gurmukhi; Hebrew: [ਂ]

0A02          ; Guru; Hebr; A #      (ਂ)  GURMUKHI SIGN BINDI

# Total code points: 1

# Gurmukhi; Kannada: [੦]

0A66          ; Guru; Knda; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Lao: [੦]

0A66          ; Guru; Laoo; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Latin: [੦੪]

0A66          ; Guru; Latn; A #      (੦)  GURMUKHI DIGIT ZERO
0A6A          ; Guru; Latn; A #      (੪)  GURMUKHI DIGIT FOUR

# Total code points: 2

# Gurmukhi; Malayalam: [੦]

0A66          ; Guru; Mlym; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Myanmar: [੦]

0A66          ; Guru; Mymr; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Oriya: [਼੧੪]

0A3C          ; Guru; Orya; A #      (਼)  GURMUKHI SIGN NUKTA
0A67          ; Guru; Orya; A #      (੧)  GURMUKHI DIGIT ONE
0A6A          ; Guru; Orya; A #      (੪)  GURMUKHI DIGIT FOUR

# Total code points: 3

# Gurmukhi; Tamil: [ਂ]

0A02          ; Guru; Taml; A #      (ਂ)  GURMUKHI SIGN BINDI

# Total code points: 1

# Gurmukhi; Telugu: [੦]

0A66          ; Guru; Telu; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Gurmukhi; Thai: [੦]

0A66          ; Guru; Thai; A #      (੦)  GURMUKHI DIGIT ZERO

# Total code points: 1

# Han; Armenian: [〇]

3007          ; Hani; Armn; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Bengali: [〇]

3007          ; Hani; Beng; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Cherokee: [〇]

3007          ; Hani; Cher; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Cyrillic: [〇]

3007          ; Hani; Cyrl; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Greek: [〇]

3007          ; Hani; Grek; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Latin: [〇]

3007          ; Hani; Latn; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Malayalam: [〇]

3007          ; Hani; Mlym; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Mongolian: [〇]

3007          ; Hani; Mong; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Han; Oriya: [〇]

3007          ; Hani; Orya; A #      (〇)  IDEOGRAPHIC NUMBER ZERO

# Total code points: 1

# Hebrew; Devanagari: [ֹׁׂ֜ׄ]

059C          ; Hebr; Deva; A #      (֜)  HEBREW ACCENT GERESH
05B9          ; Hebr; Deva; A #      (ֹ)  HEBREW POINT HOLAM
05C1..05C2    ; Hebr; Deva; A #  [2] (ׁ..ׂ)  HEBREW POINT SHIN DOT..HEBREW POINT SIN DOT
05C4          ; Hebr; Deva; A #      (ׄ)  HEBREW MARK UPPER DOT

# Total code points: 5

# Hebrew; Gujarati: [ֹׁׂׄ]

05B9          ; Hebr; Gujr; A #      (ֹ)  HEBREW POINT HOLAM
05C1..05C2    ; Hebr; Gujr; A #  [2] (ׁ..ׂ)  HEBREW POINT SHIN DOT..HEBREW POINT SIN DOT
05C4          ; Hebr; Gujr; A #      (ׄ)  HEBREW MARK UPPER DOT

# Total code points: 4

# Hebrew; Gurmukhi: [ֹׁׂׄ]

05B9          ; Hebr; Guru; A #      (ֹ)  HEBREW POINT HOLAM
05C1..05C2    ; Hebr; Guru; A #  [2] (ׁ..ׂ)  HEBREW POINT SHIN DOT..HEBREW POINT SIN DOT
05C4          ; Hebr; Guru; A #      (ׄ)  HEBREW MARK UPPER DOT

# Total code points: 4

# Hebrew; Khmer: [֯]

05AF          ; Hebr; Khmr; A #      (֯)  HEBREW MARK MASORA CIRCLE

# Total code points: 1

# Hebrew; Lao: [֯]

05AF          ; Hebr; Laoo; A #      (֯)  HEBREW MARK MASORA CIRCLE

# Total code points: 1

# Hebrew; Myanmar: [֯]

05AF          ; Hebr; Mymr; A #      (֯)  HEBREW MARK MASORA CIRCLE

# Total code points: 1

# Hebrew; Tamil: [ֹׁׂ֯ׄ]

05AF          ; Hebr; Taml; A #      (֯)  HEBREW MARK MASORA CIRCLE
05B9          ; Hebr; Taml; A #      (ֹ)  HEBREW POINT HOLAM
05C1..05C2    ; Hebr; Taml; A #  [2] (ׁ..ׂ)  HEBREW POINT SHIN DOT..HEBREW POINT SIN DOT
05C4          ; Hebr; Taml; A #      (ׄ)  HEBREW MARK UPPER DOT

# Total code points: 5

# Hebrew; Thai: [֯]

05AF          ; Hebr; Thai; A #      (֯)  HEBREW MARK MASORA CIRCLE

# Total code points: 1

# Hiragana; Katakana: [へ]

3078          ; Hira; Kana; A #      (へ)  HIRAGANA LETTER HE

# Total code points: 1

# Kannada; Armenian: [ಂ೦]

0C82          ; Knda; Armn; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Armn; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Cyrillic: [ಂ೦]

0C82          ; Knda; Cyrl; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Cyrl; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Devanagari: [ಂ೦]

0C82          ; Knda; Deva; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Deva; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Greek: [ಂ೦]

0C82          ; Knda; Grek; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Grek; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Gujarati: [ಂ೦]

0C82          ; Knda; Gujr; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Gujr; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Gurmukhi: [ಂ೦]

0C82          ; Knda; Guru; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Guru; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Lao: [ಂ೦]

0C82          ; Knda; Laoo; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Laoo; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Latin: [ಂ೦]

0C82          ; Knda; Latn; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Latn; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Malayalam: [ಂ೦]

0C82          ; Knda; Mlym; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Mlym; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Myanmar: [ಂ೦]

0C82          ; Knda; Mymr; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Mymr; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Telugu: [ಂಃಅ-ಇಒ-ಔಜಞಣಯಱಲೌ೦-೨೯]

0C82..0C83    ; Knda; Telu; A #  [2] (ಂ..ಃ)  KANNADA SIGN ANUSVARA..KANNADA SIGN VISARGA
0C85..0C87    ; Knda; Telu; A #  [3] (ಅ..ಇ)  KANNADA LETTER A..KANNADA LETTER I
0C92..0C94    ; Knda; Telu; A #  [3] (ಒ..ಔ)  KANNADA LETTER O..KANNADA LETTER AU
0C9C          ; Knda; Telu; A #      (ಜ)  KANNADA LETTER JA
0C9E          ; Knda; Telu; A #      (ಞ)  KANNADA LETTER NYA
0CA3          ; Knda; Telu; A #      (ಣ)  KANNADA LETTER NNA
0CAF          ; Knda; Telu; A #      (ಯ)  KANNADA LETTER YA
0CB1..0CB2    ; Knda; Telu; A #  [2] (ಱ..ಲ)  KANNADA LETTER RRA..KANNADA LETTER LA
0CCC          ; Knda; Telu; A #      (ೌ)  KANNADA VOWEL SIGN AU
0CE6..0CE8    ; Knda; Telu; A #  [3] (೦..೨)  KANNADA DIGIT ZERO..KANNADA DIGIT TWO
0CEF          ; Knda; Telu; A #      (೯)  KANNADA DIGIT NINE

# Total code points: 19

# Kannada; Thai: [ಂ೦]

0C82          ; Knda; Thai; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Thai; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Katakana; Hiragana: [ヘ]

30D8          ; Kana; Hira; A #      (ヘ)  KATAKANA LETTER HE

# Total code points: 1

# Khmer; Hebrew: [ំ]

17C6          ; Khmr; Hebr; A #      (ំ)  KHMER SIGN NIKAHIT

# Total code points: 1

# Khmer; Lao: [ំ់]

17C6          ; Khmr; Laoo; A #      (ំ)  KHMER SIGN NIKAHIT
17CB          ; Khmr; Laoo; A #      (់)  KHMER SIGN BANTOC

# Total code points: 2

